chrom	start	end	pas	score	strand	polyAsite_exon_idx	nr_polyAsites_on_exon	exon	gene	M323K_WT_1	M323K_HOM_1	M323K_WT_2	M323K_HOM_2	M323K_WT_3	M323K_HOM_3	M323K_WT_4	M323K_HOM_4	M323K_WT_1	M323K_HOM_5
chr6	88842883	88842884	chr6:-:88842884:TE	1	-	1	2	ENSMUST00000141401:2:2:88842557:88842976	ENSMUST00000141401	299.091312	347.014766	260.11773	351.425476	323.860779	447.424341	385.650184	427.855801	299.091312	303.08434
chr6	88842551	88842572	chr6:-:88842558:TE	6	-	2	2	ENSMUST00000141401:2:2:88842557:88842976	ENSMUST00000141401	0.816756	3.796988	0.768436	3.254997	7.068934	17.711993	8.83149	16.366888	0.816756	1.692393
chr5	135162642	135162680	chr5:+:135162667:TE	9	+	1	3	ENSMUST00000153183:7:7:135159219:135165760	ENSMUST00000153183	3.126679	3.548534	3.602832	3.629828	2.898959	3.80907	3.552927	3.689413	3.126679	3.456664
chr5	135163848	135163893	chr5:+:135163872:TE	9	+	2	3	ENSMUST00000153183:7:7:135159219:135165760	ENSMUST00000153183	3.453381	3.345598	2.574051	2.897399	3.310298	3.399513	3.38011	4.025199	3.453381	3.378252
chr5	135165751	135165773	chr5:+:135165762:TE	6	+	3	3	ENSMUST00000153183:7:7:135159219:135165760	ENSMUST00000153183	1.233186	1.363654	1.100165	1.279595	0.91191	1.017466	1.153812	1.157297	1.233186	1.134797
chr14	52074790	52074819	chr14:-:52074800:TE	5	-	1	3	ENSMUST00000111610:9:9:52073376:52075160	ENSMUST00000111610	432.963312	479.755733	552.014284	489.86947	432.60658	581.208293	476.023643	616.695902	432.963312	531.905938
chr14	52074441	52074464	chr14:-:52074442:TE	9	-	2	3	ENSMUST00000111610:9:9:52073376:52075160	ENSMUST00000111610	595.898009	512.390487	580.349841	521.081679	533.613117	460.355713	642.693548	502.801366	595.898009	510.582218
chr14	52073354	52073413	chr14:-:52073377:TE	9	-	3	3	ENSMUST00000111610:9:9:52073376:52075160	ENSMUST00000111610	156.041739	112.906349	130.298214	125.288293	124.690078	109.952468	143.659745	124.635438	156.041739	141.997681
chr7	55930687	55930708	chr7:+:55930698:TE	9	+	1	2	ENSMUST00000032629:31:31:55929997:55932602	ENSMUST00000032629	200.928788	163.807235	168.841795	160.746431	186.547604	157.136087	195.680395	165.493526	200.928788	201.420944
chr7	55931896	55931900	chr7:+:55931898:TE	3	+	2	2	ENSMUST00000032629:31:31:55929997:55932602	ENSMUST00000032629	0.641901	0.415355	0.508092	0.308051	0.613744	0.310382	0.851381	0.580761	0.641901	0.579378
chr8	61503457	61503508	chr8:+:61503483:TE	9	+	1	2	ENSMUST00000034058:5:5:61503032:61506694	ENSMUST00000034058	25.14457	23.876267	21.984412	21.572162	22.34941	18.499887	21.863973	22.366673	25.14457	23.070567
chr8	61506675	61506716	chr8:+:61506693:TE	7	+	2	2	ENSMUST00000034058:5:5:61503032:61506694	ENSMUST00000034058	1.543783	1.45469	1.692239	1.473473	1.543065	1.51518	1.715469	1.786631	1.543783	1.648831
chr17	33928270	33928303	chr17:+:33928275:TE	5	+	1	2	ENSMUST00000234247:8:8:33928139:33929291	ENSMUST00000234247	50.489303	45.341958	30.980993	38.318916	37.658179	79.573572	39.300764	56.85329	50.489303	32.279626
chr17	33929261	33929304	chr17:+:33929290:TE	9	+	2	2	ENSMUST00000234247:8:8:33928139:33929291	ENSMUST00000234247	62.055022	65.341579	51.67838	53.430631	62.625794	55.295799	64.478769	65.843463	62.055022	59.519099
chr18	31581564	31581606	chr18:-:31581590:TE	9	-	1	2	ENSMUST00000060396:8:8:31580167:31583769	ENSMUST00000060396	66.900339	53.939235	57.44585	54.124284	58.273002	48.691452	60.831809	59.788771	66.900339	59.601868
chr18	31581157	31581186	chr18:-:31581161:TE	7	-	2	2	ENSMUST00000060396:8:8:31580167:31583769	ENSMUST00000060396	4.997164	5.046846	6.099199	4.83618	4.966536	4.589617	7.967401	4.935409	4.997164	6.65849
chr17	7979502	7979505	chr17:+:7979503:TE	3	+	1	2	ENSMUST00000232223:8:8:7979116:7979824	ENSMUST00000232223	33.365043	35.14016	31.772525	29.932614	20.795463	36.309219	25.371154	30.0306	33.365043	27.78618
chr17	7979820	7979846	chr17:+:7979824:TE	8	+	2	2	ENSMUST00000232223:8:8:7979116:7979824	ENSMUST00000232223	3.29003	4.11372	3.720407	4.157607	4.26356	4.139655	5.824971	4.726335	3.29003	6.458103
chr11	58121002	58121032	chr11:-:58121007:TE	7	-	1	2	ENSMUST00000172035:28:28:58120001:58121784	ENSMUST00000172035	14.319682	12.710997	13.561008	14.043232	19.502684	15.115067	17.38088	18.206315	14.319682	13.759136
chr11	58119982	58120037	chr11:-:58120002:TE	9	-	2	2	ENSMUST00000172035:28:28:58120001:58121784	ENSMUST00000172035	4.168905	3.848196	3.882072	2.893091	3.388649	3.559295	4.500883	3.535248	4.168905	3.620023
chr10	111294181	111294206	chr10:+:111294206:TE	4	+	1	2	ENSMUST00000105275:24:24:111293091:111297249	ENSMUST00000105275	20.881336	14.9945	17.766411	16.979407	16.518845	15.888268	17.978117	20.197796	20.881336	19.666177
chr10	111297214	111297263	chr10:+:111297247:TE	9	+	2	2	ENSMUST00000105275:24:24:111293091:111297249	ENSMUST00000105275	19.581429	17.245762	17.690827	16.313759	17.541752	15.291379	17.058117	17.834629	19.581429	19.350351
chr1	162533662	162533693	chr1:-:162533674:TE	9	-	1	2	ENSMUST00000028017:8:8:162532126:162534550	ENSMUST00000028017	3.370555	2.146948	2.643336	1.798757	3.142716	3.285645	2.744751	3.260707	3.370555	1.918917
chr1	162532108	162532155	chr1:-:162532127:TE	8	-	2	2	ENSMUST00000028017:8:8:162532126:162534550	ENSMUST00000028017	3.540808	2.657133	3.919864	3.451029	2.698731	2.396739	3.880773	2.644044	3.540808	3.7616
chr4	138207051	138207100	chr4:+:138207086:TE	8	+	1	2	ENSMUST00000084215:34:34:138205972:138208508	ENSMUST00000084215	275.865543	265.280894	231.393756	270.270285	252.387935	252.491405	287.850649	277.32689	275.865543	282.07209
chr4	138207535	138207538	chr4:+:138207538:TE	2	+	2	2	ENSMUST00000084215:34:34:138205972:138208508	ENSMUST00000084215	2.503183	2.014187	4.253693	4.43119	3.684638	2.947714	1.626519	2.236456	2.503183	1.613981
chr14	45211100	45211116	chr14:-:45211110:TE	2	-	1	2	ENSMUST00000153383:4:4:45208026:45211238	ENSMUST00000153383	32.062835	29.689338	33.727208	28.739187	27.407354	33.157645	34.924412	33.70523	32.062835	33.904498
chr14	45208124	45208152	chr14:-:45208131:TE	3	-	2	2	ENSMUST00000153383:4:4:45208026:45211238	ENSMUST00000153383	4.589937	3.269734	4.392263	3.041731	3.786929	2.747526	4.544087	3.229029	4.589937	3.885753
chr19	8610662	8610702	chr19:+:8610702:TE	4	+	1	2	ENSMUST00000170817:11:11:8610192:8611834	ENSMUST00000170817	17.897302	21.245686	19.005147	16.162965	14.749435	19.963642	17.914581	20.698306	17.897302	27.4856
chr19	8611817	8611842	chr19:+:8611834:TE	4	+	2	2	ENSMUST00000170817:11:11:8610192:8611834	ENSMUST00000170817	5.218033	4.284414	5.882945	4.123139	3.197126	4.229647	6.254474	4.073771	5.218033	5.142523
chr6	72842487	72842545	chr6:-:72842511:TE	9	-	1	2	ENSMUST00000068697:7:7:72841113:72843130	ENSMUST00000068697	73.001849	64.68915	66.717473	72.833514	69.588085	79.801308	78.146611	71.146335	73.001849	61.899776
chr6	72841088	72841146	chr6:-:72841114:TE	9	-	2	2	ENSMUST00000068697:7:7:72841113:72843130	ENSMUST00000068697	33.868901	24.16455	25.072853	22.425226	24.924087	25.47706	26.288612	24.571451	33.868901	26.797317
chr7	44976724	44976780	chr7:-:44976756:TE	9	-	1	2	ENSMUST00000207370:10:10:44975988:44976983	ENSMUST00000207370	39.65061	36.812959	38.363019	33.820946	33.651434	34.544264	35.376787	39.126366	39.65061	39.005637
chr7	44975983	44975992	chr7:-:44975989:TE	2	-	2	2	ENSMUST00000207370:10:10:44975988:44976983	ENSMUST00000207370	4.05847	4.58787	3.61123	4.424728	4.798953	4.472076	5.245524	5.345109	4.05847	3.94674
chr4	56811478	56811493	chr4:-:56811492:TE	6	-	1	2	ENSMUST00000045142:19:19:56810934:56812388	ENSMUST00000045142	6.055495	7.152069	3.239609	6.152396	5.44099	8.06443	5.725855	4.859382	6.055495	7.923973
chr4	56810927	56810958	chr4:-:56810937:TE	9	-	2	2	ENSMUST00000045142:19:19:56810934:56812388	ENSMUST00000045142	10.396954	11.965634	10.45577	8.66204	11.678541	7.796289	9.139003	10.105234	10.396954	10.051989
chr9	50763754	50763803	chr9:-:50763759:TE	4	-	1	2	ENSMUST00000042468:4:4:50762827:50764016	ENSMUST00000042468	185.295395	213.245843	196.791035	227.179816	204.531164	218.130799	207.630227	252.003618	185.295395	206.014583
chr9	50763328	50763356	chr9:-:50763340:TE	8	-	2	2	ENSMUST00000042468:4:4:50762827:50764016	ENSMUST00000042468	22.46193	37.605736	31.18465	38.779915	29.479283	29.627735	31.605296	24.833321	22.46193	34.943457
chr13	35979440	35979471	chr13:-:35979441:TE	9	-	1	2	ENSMUST00000053265:3:3:35978394:35979907	ENSMUST00000053265	27.89163	25.42389	25.305904	22.095633	25.986168	22.834219	27.295021	24.301133	27.89163	29.058197
chr13	35978790	35978806	chr13:-:35978791:TE	3	-	2	2	ENSMUST00000053265:3:3:35978394:35979907	ENSMUST00000053265	1.72554	2.594545	2.502666	2.60012	1.869524	2.832009	2.597347	3.106541	1.72554	2.615913
chr4	132854656	132854678	chr4:-:132854657:TE	2	-	1	3	ENSMUST00000030698:9:9:132853500:132855558	ENSMUST00000030698	24.334716	27.140311	24.495476	21.619555	19.169696	28.718627	32.799771	24.022368	24.334716	26.749398
chr4	132854061	132854082	chr4:-:132854062:TE	5	-	2	3	ENSMUST00000030698:9:9:132853500:132855558	ENSMUST00000030698	56.811681	46.185944	53.41051	53.646052	51.019074	42.327697	49.82485	51.955895	56.811681	56.559045
chr4	132853490	132853530	chr4:-:132853503:TE	9	-	3	3	ENSMUST00000030698:9:9:132853500:132855558	ENSMUST00000030698	21.47032	18.135266	19.454451	17.552425	18.865	15.851536	20.801652	19.412185	21.47032	18.518312
chr7	126852407	126852453	chr7:-:126852433:TE	9	-	1	2	ENSMUST00000050833:5:5:126851579:126852991	ENSMUST00000050833	33.477778	49.770513	35.801565	47.345015	64.434379	81.865626	53.225291	76.356285	33.477778	51.62562
chr7	126851576	126851606	chr7:-:126851585:TE	9	-	2	2	ENSMUST00000050833:5:5:126851579:126852991	ENSMUST00000050833	6.014082	9.149187	7.64237	11.499122	11.347729	12.764242	12.506406	13.427184	6.014082	7.351129
chr4	9451278	9451308	chr4:-:9451286:TE	9	-	1	2	ENSMUST00000078139:24:24:9449078:9453445	ENSMUST00000078139	10.270415	9.579714	7.36313	8.780521	8.668585	8.468478	10.028506	11.566638	10.270415	9.243909
chr4	9449066	9449105	chr4:-:9449074:TE	6	-	2	2	ENSMUST00000078139:24:24:9449078:9453445	ENSMUST00000078139	8.774946	6.894132	7.600379	9.030408	7.55427	8.486844	6.508617	8.519229	8.774946	7.272717
chr2	6541852	6541898	chr2:-:6541870:TE	8	-	1	2	ENSMUST00000002176:16:16:6539693:6545675	ENSMUST00000002176	85.929595	79.721582	86.575038	76.297468	65.357171	74.236466	82.106168	73.536957	85.929595	100.275939
chr2	6539839	6539855	chr2:-:6539840:TE	2	-	2	2	ENSMUST00000002176:16:16:6539693:6545675	ENSMUST00000002176	12.101788	20.064106	17.178537	17.685985	8.548883	18.49805	16.8853	15.684759	12.101788	20.796617
chr1	152836222	152836261	chr1:+:152836253:TE	8	+	1	2	ENSMUST00000186568:16:16:152836001:152836991	ENSMUST00000186568	4.005554	7.39673	5.761171	4.525975	5.438814	5.8991	5.573369	6.375695	4.005554	5.257963
chr1	152836471	152836475	chr1:+:152836475:TE	4	+	2	2	ENSMUST00000186568:16:16:152836001:152836991	ENSMUST00000186568	0.25538	0.292076	0.0	0.674265	1.035964	0.20937	0.236354	0.255535	0.25538	0.0
chr1	131286472	131286512	chr1:-:131286479:TE	9	-	1	2	ENSMUST00000097588:23:23:131285250:131289740	ENSMUST00000097588	19.358259	17.687669	18.318594	16.783375	17.139118	16.073762	20.100216	18.176749	19.358259	18.20902
chr1	131285285	131285302	chr1:-:131285301:TE	7	-	2	2	ENSMUST00000097588:23:23:131285250:131289740	ENSMUST00000097588	0.628097	0.732087	0.686554	0.844447	0.526688	0.820952	0.686188	0.582872	0.628097	0.485719
chr9	65554371	65554412	chr9:-:65554386:TE	9	-	1	2	ENSMUST00000214740:7:7:65552697:65557079	ENSMUST00000214740	37.0623	36.788303	30.970496	36.722654	43.236282	38.930021	46.627724	41.506429	37.0623	37.147707
chr9	65552910	65552925	chr9:-:65552919:TE	6	-	2	2	ENSMUST00000214740:7:7:65552697:65557079	ENSMUST00000214740	1.536881	0.754846	1.433994	1.475627	1.216605	1.054198	1.260552	1.053816	1.536881	1.298155
chr2	28214108	28214113	chr2:+:28214109:TE	1	+	1	2	ENSMUST00000102879:4:4:28214100:28214425	ENSMUST00000102879	143.74439	157.419494	133.804466	155.860704	148.158156	181.485486	148.745158	183.448531	143.74439	152.494005
chr2	28214359	28214395	chr2:+:28214370:TE	2	+	2	2	ENSMUST00000102879:4:4:28214100:28214425	ENSMUST00000102879	177.079524	165.631762	190.259328	159.059692	178.751754	150.827429	199.44172	160.589796	177.079524	178.692341
chr5	122363254	122363303	chr5:+:122363286:TE	9	+	1	2	ENSMUST00000155671:4:4:122362804:122364984	ENSMUST00000155671	346.113429	326.040294	318.724633	314.371075	328.346331	278.44414	350.105662	308.360622	346.113429	310.259042
chr5	122364957	122365005	chr5:+:122364983:TE	8	+	2	2	ENSMUST00000155671:4:4:122362804:122364984	ENSMUST00000155671	34.76158	35.798279	34.010647	32.177291	28.123389	30.632345	36.360323	33.149812	34.76158	36.895046
chr3	138158252	138158293	chr3:+:138158276:TE	9	+	1	2	ENSMUST00000162864:8:8:138156704:138159818	ENSMUST00000162864	11.85331	10.321284	9.920384	10.801161	11.854829	10.332608	12.196351	12.766173	11.85331	12.199608
chr3	138159809	138159828	chr3:+:138159818:TE	8	+	2	2	ENSMUST00000162864:8:8:138156704:138159818	ENSMUST00000162864	1.932605	2.232295	2.137344	2.233906	2.38533	1.73006	1.984861	2.384286	1.932605	1.890602
chr5	134702825	134702863	chr5:-:134702839:TE	2	-	1	2	ENSMUST00000015138:37:37:134702592:134703824	ENSMUST00000015138	4.256332	4.371657	3.535646	3.298081	5.739156	5.100187	2.706629	3.119212	4.256332	5.249251
chr5	134702588	134702612	chr5:-:134702595:TE	8	-	2	2	ENSMUST00000015138:37:37:134702592:134703824	ENSMUST00000015138	1.444852	0.697948	1.018283	0.66134	1.175254	0.268141	0.980994	1.047481	1.444852	0.524925
chr16	30513969	30513977	chr16:-:30513970:TE	1	-	1	3	ENSMUST00000144491:10:10:30511854:30514822	ENSMUST00000144491	70.758647	81.026441	63.284705	74.080796	67.113523	73.619374	85.465946	75.99727	70.758647	70.797365
chr16	30513276	30513277	chr16:-:30513277:TE	1	-	2	3	ENSMUST00000144491:10:10:30511854:30514822	ENSMUST00000144491	11.823401	18.220613	15.559782	23.166271	23.509429	24.488979	21.370934	24.43418	11.823401	18.200307
chr16	30511844	30511869	chr16:-:30511857:TE	6	-	3	3	ENSMUST00000144491:10:10:30511854:30514822	ENSMUST00000144491	25.965927	28.069644	23.239944	24.279992	23.05021	24.558769	26.842646	27.234502	25.965927	25.549258
chr15	75895462	75895506	chr15:-:75895489:TE	9	-	1	2	ENSMUST00000109975:9:9:75894799:75895591	ENSMUST00000109975	121.181228	109.826275	115.177239	113.545747	133.154082	132.489162	121.556877	138.111194	121.181228	110.086157
chr15	75894786	75894816	chr15:-:75894796:TE	9	-	2	2	ENSMUST00000109975:9:9:75894799:75895591	ENSMUST00000109975	7.587775	5.219436	7.136378	5.312258	7.138579	3.553785	7.352374	4.597512	7.587775	3.733285
chr3	108582047	108582083	chr3:+:108582076:TE	9	+	1	2	ENSMUST00000143054:4:4:108581006:108583222	ENSMUST00000143054	100.587483	93.944167	98.609672	96.101032	103.063231	82.172335	109.124173	100.207593	100.587483	98.722944
chr3	108583105	108583107	chr3:+:108583106:TE	1	+	2	2	ENSMUST00000143054:4:4:108581006:108583222	ENSMUST00000143054	0.144945	0.193453	0.04829	0.254196	0.165406	0.106522	0.533702	0.236528	0.144945	0.313648
chr16	38591175	38591201	chr16:+:38591193:TE	9	+	1	2	ENSMUST00000002924:9:9:38590911:38592162	ENSMUST00000002924	59.880842	50.620189	47.983168	51.179492	45.044867	43.670238	48.119546	50.652879	59.880842	42.31419
chr16	38592153	38592170	chr16:+:38592162:TE	9	+	2	2	ENSMUST00000002924:9:9:38590911:38592162	ENSMUST00000002924	3.833	4.100444	3.802289	3.694454	3.9371	3.616229	3.832485	3.37897	3.833	3.663585
chr1	134432323	134432365	chr1:+:134432349:TE	9	+	1	2	ENSMUST00000027727:8:8:134431529:134433351	ENSMUST00000027727	115.118831	100.166904	95.407854	89.959407	109.050497	107.721022	116.275773	107.875744	115.118831	105.897647
chr1	134433327	134433366	chr1:+:134433354:TE	9	+	2	2	ENSMUST00000027727:8:8:134431529:134433351	ENSMUST00000027727	12.665464	10.564048	9.834303	12.035517	9.291034	13.564992	11.896461	11.194952	12.665464	10.746807
chr11	96072978	96072997	chr11:-:96072989:TE	9	-	1	2	ENSMUST00000178611:4:4:96068866:96073218	ENSMUST00000178611	525.992929	514.761234	400.79823	498.447496	521.018313	581.571936	573.917211	571.64789	525.992929	484.207454
chr11	96072076	96072111	chr11:-:96072087:TE	7	-	2	2	ENSMUST00000178611:4:4:96068866:96073218	ENSMUST00000178611	14.420914	12.030118	13.441334	11.018735	15.883338	12.231634	16.857344	10.838048	14.420914	11.04303
chr2	152704989	152705061	chr2:+:152705051:TE	9	+	1	2	ENSMUST00000125366:12:12:152704621:152708670	ENSMUST00000125366	30.466136	44.314002	26.374576	46.53719	52.039804	70.091301	47.829823	54.568261	30.466136	35.35512
chr2	152708644	152708684	chr2:+:152708670:TE	8	+	2	2	ENSMUST00000125366:12:12:152704621:152708670	ENSMUST00000125366	2.781571	2.916967	2.246521	2.664746	2.27651	3.202998	3.179336	3.161449	2.781571	2.770559
chr6	30748389	30748422	chr6:-:30748412:TE	9	-	1	2	ENSMUST00000048774:24:24:30747553:30748987	ENSMUST00000048774	36.781612	34.060996	37.542094	31.050644	32.450064	29.379796	35.422533	38.837042	36.781612	30.031814
chr6	30747538	30747575	chr6:-:30747553:TE	9	-	2	2	ENSMUST00000048774:24:24:30747553:30748987	ENSMUST00000048774	11.876317	9.812996	9.702031	10.163517	9.65014	10.312406	9.459224	11.634218	11.876317	12.495831
chr7	120903968	120904023	chr7:+:120904013:TE	9	+	1	2	ENSMUST00000047875:18:18:120903281:120907450	ENSMUST00000047875	18.941829	21.171719	22.030602	20.275334	20.778052	18.402548	21.431929	18.088051	18.941829	19.193526
chr7	120907437	120907451	chr7:+:120907451:TE	5	+	2	2	ENSMUST00000047875:18:18:120903281:120907450	ENSMUST00000047875	6.738809	4.312863	5.041025	4.284705	5.073179	3.963343	5.586076	4.768572	6.738809	4.81145
chr1	180802534	180802564	chr1:-:180802560:TE	9	-	1	2	ENSMUST00000161308:4:4:180800831:180803205	ENSMUST00000161308	114.0628	91.837047	106.608966	95.319057	95.615604	90.560003	111.215774	94.019853	114.0628	121.028993
chr1	180800866	180800872	chr1:-:180800867:TE	2	-	2	2	ENSMUST00000161308:4:4:180800831:180803205	ENSMUST00000161308	3.906623	4.126996	3.961855	4.284705	3.131834	3.59419	3.621546	4.301852	3.906623	4.227716
chr9	80309360	80309406	chr9:+:80309392:TE	9	+	1	2	ENSMUST00000076140:32:32:80307671:80311729	ENSMUST00000076140	126.684551	129.934002	122.76712	125.023326	129.41721	121.361314	152.422615	141.942102	126.684551	132.792978
chr9	80311694	80311731	chr9:+:80311725:TE	9	+	2	2	ENSMUST00000076140:32:32:80307671:80311729	ENSMUST00000076140	122.812439	102.351784	112.82784	107.682013	118.045541	96.372784	116.547707	121.357836	122.812439	117.411149
chr4	154318473	154318506	chr4:-:154318481:TE	8	-	1	2	ENSMUST00000105637:17:17:154316124:154320922	ENSMUST00000105637	17.023028	16.342981	14.083797	15.389607	11.558839	17.076536	20.234912	17.929662	17.023028	11.546174
chr4	154316116	154316145	chr4:-:154316124:TE	6	-	2	2	ENSMUST00000105637:17:17:154316124:154320922	ENSMUST00000105637	9.184475	13.680158	9.468981	12.780871	8.163661	10.409745	10.658782	12.78518	9.184475	9.248265
chr10	62108191	62108233	chr10:-:62108212:TE	9	-	1	2	ENSMUST00000125704:4:4:62107654:62109123	ENSMUST00000125704	32.251494	39.965104	30.349028	41.117222	38.796435	50.95412	45.273138	41.352263	32.251494	44.069748
chr10	62107648	62107659	chr10:-:62107649:TE	2	-	2	2	ENSMUST00000125704:4:4:62107654:62109123	ENSMUST00000125704	0.342807	0.051208	0.963694	0.353289	0.581098	0.0	0.358342	0.728591	0.342807	0.243949
chr4	21910730	21910799	chr4:+:21910762:TE	9	+	1	2	ENSMUST00000029909:7:7:21910418:21912162	ENSMUST00000029909	8.526469	8.420893	2.977165	9.006712	8.220248	10.00386	8.745081	9.439999	8.526469	9.076194
chr4	21912140	21912175	chr4:+:21912162:TE	9	+	2	2	ENSMUST00000029909:7:7:21910418:21912162	ENSMUST00000029909	9.405344	7.59208	9.981272	7.800359	9.536967	6.661282	10.165743	7.568894	9.405344	7.830314
chr14	31668163	31668202	chr14:+:31668185:TE	9	+	1	2	ENSMUST00000090147:4:4:31666740:31668579	ENSMUST00000090147	12.741388	12.824793	10.040059	12.910123	10.575108	13.697226	13.032483	14.964615	12.741388	11.979618
chr14	31668437	31668456	chr14:+:31668456:TE	3	+	2	2	ENSMUST00000090147:4:4:31666740:31668579	ENSMUST00000090147	0.147246	0.235178	0.0	0.137869	0.069645	0.0	0.317679	0.120376	0.147246	0.193852
chr7	127191973	127191995	chr7:-:127191989:TE	7	-	1	2	ENSMUST00000166791:7:7:127191659:127193930	ENSMUST00000166791	129.785921	135.479654	123.930272	133.295456	130.372648	131.45333	146.470573	144.826898	129.785921	136.382508
chr7	127191653	127191669	chr7:-:127191657:TE	9	-	2	2	ENSMUST00000166791:7:7:127191659:127193930	ENSMUST00000166791	3.135881	3.637674	4.016444	5.040829	5.218998	3.226874	4.188286	4.479248	3.135881	5.144701
chr8	22260358	22260387	chr8:+:22260377:TE	6	+	1	2	ENSMUST00000069828:5:5:22258291:22261334	ENSMUST00000069828	5.089193	6.87327	3.638524	7.326435	7.913376	8.281147	7.850495	9.780008	5.089193	6.488597
chr8	22261320	22261336	chr8:+:22261330:TE	2	+	2	2	ENSMUST00000069828:5:5:22258291:22261334	ENSMUST00000069828	1.951011	2.220916	1.975679	2.628124	2.169867	1.720877	2.322872	1.695821	1.951011	3.197469
